 775 | -349.69904409453864
-334 | 985.2051492961209
 342 | 331.9107703337404
-519 | 535.7771172712007
 338 | -154.19617253879653
 652 | 50.17332145889736
-353 | -853.4572727995628
-448 | 848.1907092474244
 126 | 701.7279922672788
-158 | -613.6880750132739
-636 | -657.2358494421633
-912 | -850.2677738943631
 927 | 333.48615837899
-739 | -735.3230024656772
-416 | 269.26169635335486
 901 | -462.35837803042784
-498 | -408.15241420214727
 324 | 356.02530884475163
-393 | 213.33073958532395
  34 | -148.9138818833036
 902 | -935.4717441741642
 173 | 184.9566149071079
 -92 | 71.63366874086205
 830 | 785.4072371840659
-144 | -891.0479988015389
-113 | -521.7078265475645
-532 | -928.0511999073004
-197 | -49.626453185038145
 991 | -609.4380442673003
 628 | -868.710957531825
-937 | 164.70569616880243
 562 | 769.3129250274671
 960 | -179.32102950770343
 795 | 694.5195623699897
-591 | -665.9404761600144
-213 | 2.126641721663873
 482 | 584.9085809883111
  88 | 155.72155503142426
 193 | -964.4478625519099
-403 | -37.762283173222954
